next.config.ts(1,31): error TS2307: Cannot find module 'next' or its corresponding type declarations.
src/app/forge/background-step.tsx(586,23): error TS7006: Parameter 'current' implicitly has an 'any' type.
src/app/forge/background-step.tsx(594,7): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(595,52): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(595,142): error TS2322: Type '{ key: string; variant: string; }' is not assignable to type 'BadgeProps'.
  Property 'key' does not exist on type 'BadgeProps'.
src/app/forge/background-step.tsx(595,197): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(596,7): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(598,11): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(600,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(601,15): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(601,68): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(602,15): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(602,96): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(603,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(604,11): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(606,7): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(607,5): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(618,5): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(620,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(621,11): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(621,88): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(622,11): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(625,11): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(627,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(629,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(631,11): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(631,140): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(632,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(634,7): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(637,13): error TS2322: Type '{ key: string; selected: boolean; title: string; subtitle: string; onClick: () => any; }' is not assignable to type 'ChoiceCardProps'.
  Property 'key' does not exist on type 'ChoiceCardProps'.
src/app/forge/background-step.tsx(642,25): error TS7006: Parameter 'current' implicitly has an 'any' type.
src/app/forge/background-step.tsx(653,7): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(655,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(657,11): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(657,122): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(660,29): error TS7006: Parameter 'deityId' implicitly has an 'any' type.
src/app/forge/background-step.tsx(661,25): error TS7006: Parameter 'current' implicitly has an 'any' type.
src/app/forge/background-step.tsx(680,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/background-step.tsx(682,5): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(3,71): error TS2307: Cannot find module 'react' or its corresponding type declarations.
src/app/forge/intrinsics-step.tsx(4,60): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
src/app/forge/intrinsics-step.tsx(73,5): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(86,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(88,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(90,7): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(90,48): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(91,20): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(91,82): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(92,16): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(92,64): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(93,5): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(146,5): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(147,53): error TS7006: Parameter 'value' implicitly has an 'any' type.
src/app/forge/intrinsics-step.tsx(148,7): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(148,50): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(149,5): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(155,5): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(156,7): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(157,7): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(157,90): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(158,5): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(186,15): error TS7006: Parameter 'current' implicitly has an 'any' type.
src/app/forge/intrinsics-step.tsx(188,86): error TS7006: Parameter 'current' implicitly has an 'any' type.
src/app/forge/intrinsics-step.tsx(204,15): error TS7006: Parameter 'current' implicitly has an 'any' type.
src/app/forge/intrinsics-step.tsx(210,15): error TS7006: Parameter 'current' implicitly has an 'any' type.
src/app/forge/intrinsics-step.tsx(212,10): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(213,5): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(214,7): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(214,12): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(214,49): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(214,54): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(214,255): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(214,259): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(217,7): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(217,80): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(217,470): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(217,519): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(217,525): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(217,688): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(217,694): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(217,705): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(218,7): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(218,140): error TS7006: Parameter 'checked' implicitly has an 'any' type.
src/app/forge/intrinsics-step.tsx(218,162): error TS7006: Parameter 'current' implicitly has an 'any' type.
src/app/forge/intrinsics-step.tsx(218,707): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(218,713): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(218,764): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(218,771): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(218,896): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(218,903): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(218,910): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(219,42): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(219,179): error TS7006: Parameter 'checked' implicitly has an 'any' type.
src/app/forge/intrinsics-step.tsx(219,201): error TS7006: Parameter 'current' implicitly has an 'any' type.
src/app/forge/intrinsics-step.tsx(219,440): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(219,446): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(219,495): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(219,502): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(219,611): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(219,618): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(219,625): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(220,42): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(220,180): error TS7006: Parameter 'checked' implicitly has an 'any' type.
src/app/forge/intrinsics-step.tsx(220,202): error TS7006: Parameter 'current' implicitly has an 'any' type.
src/app/forge/intrinsics-step.tsx(220,590): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(220,596): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(220,645): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(220,652): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(220,772): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(220,779): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(220,786): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(221,5): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(223,7): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(223,38): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(223,83): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(223,88): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(223,235): error TS2322: Type '{ key: string; selected: boolean; title: string; subtitle: string; disabled: boolean; onClick: () => void; }' is not assignable to type 'ChoiceCardProps'.
  Property 'key' does not exist on type 'ChoiceCardProps'.
src/app/forge/intrinsics-step.tsx(223,547): error TS2322: Type '{ key: "havef" | "habbit" | "brodie" | "gnauver" | "num-num" | "alarf" | "balef" | "draufling" | "gnobbit" | "gnobling" | "hobit"; selected: boolean; title: "Havef" | "Habbit" | "Brodie" | ... 7 more ... | "Hobit"; subtitle: string; onClick: () => void; }' is not assignable to type 'ChoiceCardProps'.
  Property 'key' does not exist on type 'ChoiceCardProps'.
src/app/forge/intrinsics-step.tsx(223,877): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(223,1013): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(223,1139): error TS2322: Type '{ key: string; src: string; label: string; }' is not assignable to type '{ src: string; label: string; }'.
  Property 'key' does not exist on type '{ src: string; label: string; }'.
src/app/forge/intrinsics-step.tsx(223,1266): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(223,1275): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(223,1367): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(223,1373): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(224,19): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(224,50): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(224,94): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(224,386): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(224,424): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(224,482): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(224,487): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(224,738): error TS2322: Type '{ key: string; selected: boolean; disabled: boolean; title: string; subtitle: string | undefined; onClick: () => any; }' is not assignable to type 'ChoiceCardProps'.
  Property 'key' does not exist on type 'ChoiceCardProps'.
src/app/forge/intrinsics-step.tsx(224,1002): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(224,1008): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(224,1154): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(224,1279): error TS2322: Type '{ key: string; src: string; label: string; }' is not assignable to type '{ src: string; label: string; }'.
  Property 'key' does not exist on type '{ src: string; label: string; }'.
src/app/forge/intrinsics-step.tsx(224,1387): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(224,1396): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(224,1502): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(224,1508): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(226,26): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(226,57): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(226,102): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(226,107): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(226,215): error TS2322: Type '{ key: string; selected: boolean; title: string; subtitle: string; disabled: boolean; onClick: () => void; }' is not assignable to type 'ChoiceCardProps'.
  Property 'key' does not exist on type 'ChoiceCardProps'.
src/app/forge/intrinsics-step.tsx(226,480): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(226,616): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(226,727): error TS2322: Type '{ key: string; src: string; label: string; }' is not assignable to type '{ src: string; label: string; }'.
  Property 'key' does not exist on type '{ src: string; label: string; }'.
src/app/forge/intrinsics-step.tsx(226,854): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(226,863): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(226,955): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(226,961): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(227,25): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(227,56): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(227,100): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(227,105): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(227,271): error TS2322: Type '{ key: string; selected: boolean; title: string; onClick: () => any; }' is not assignable to type 'ChoiceCardProps'.
  Property 'key' does not exist on type 'ChoiceCardProps'.
src/app/forge/intrinsics-step.tsx(227,366): error TS7006: Parameter 'current' implicitly has an 'any' type.
src/app/forge/intrinsics-step.tsx(227,478): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(227,804): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(227,887): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(227,893): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(229,23): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(229,74): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(229,79): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(229,154): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(229,160): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(229,268): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(229,274): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(229,280): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(229,533): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(229,681): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(229,723): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(229,768): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(229,858): error TS2322: Type '{ key: string; variant: string; }' is not assignable to type 'BadgeProps'.
  Property 'key' does not exist on type 'BadgeProps'.
src/app/forge/intrinsics-step.tsx(229,907): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(229,914): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(230,3): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(259,15): error TS7006: Parameter 'current' implicitly has an 'any' type.
src/app/forge/intrinsics-step.tsx(269,15): error TS7006: Parameter 'current' implicitly has an 'any' type.
src/app/forge/intrinsics-step.tsx(273,15): error TS7006: Parameter 'current' implicitly has an 'any' type.
src/app/forge/intrinsics-step.tsx(280,5): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(281,7): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(282,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(283,11): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(283,107): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(284,11): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(285,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(286,15): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(286,60): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(287,15): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(287,66): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(288,15): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(288,59): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(289,15): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(289,65): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(290,15): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(290,62): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(291,15): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(291,58): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(292,15): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(292,55): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(293,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(294,11): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(295,11): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(303,17): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(304,19): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(304,91): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(305,19): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/forge/intrinsics-step.tsx(305,113): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
